CMDLINE C:\Users\Paolo\anaconda3\envs\flaskProject\python.exe NMTF-link.py case_study_svd graph_topology.yaml
MEM 1.671875 1679872732.8180
MEM 10.863281 1679872732.9207
MEM 17.128906 1679872733.0314
MEM 22.777344 1679872733.1421
MEM 27.511719 1679872733.2528
MEM 34.554688 1679872733.3628
MEM 41.304688 1679872733.4725
MEM 44.464844 1679872733.5821
MEM 48.570312 1679872733.6931
MEM 54.335938 1679872733.8040
MEM 57.148438 1679872733.9124
MEM 63.769531 1679872734.0231
MEM 69.203125 1679872734.1342
MEM 72.949219 1679872734.2443
MEM 78.296875 1679872734.3532
MEM 82.832031 1679872734.4631
MEM 89.328125 1679872734.5737
MEM 97.195312 1679872734.6840
MEM 101.804688 1679872734.7941
MEM 106.335938 1679872734.9053
MEM 106.335938 1679872735.0150
MEM 106.335938 1679872735.1267
MEM 106.335938 1679872735.2374
MEM 106.335938 1679872735.3471
MEM 106.335938 1679872735.4588
MEM 106.335938 1679872735.5695
MEM 106.335938 1679872735.6782
MEM 106.335938 1679872735.7879
MEM 106.335938 1679872735.8977
MEM 106.335938 1679872736.0094
MEM 106.335938 1679872736.1191
MEM 106.335938 1679872736.2298
MEM 106.335938 1679872736.3395
MEM 106.335938 1679872736.4492
MEM 106.335938 1679872736.5609
MEM 106.335938 1679872736.6726
MEM 106.335938 1679872736.7833
MEM 106.335938 1679872736.8940
MEM 106.335938 1679872737.0047
MEM 106.335938 1679872737.1154
MEM 106.335938 1679872737.2241
MEM 106.335938 1679872737.3338
MEM 106.335938 1679872737.4435
MEM 106.335938 1679872737.5552
MEM 106.335938 1679872737.6659
MEM 106.335938 1679872737.7766
MEM 106.335938 1679872737.8863
MEM 106.335938 1679872737.9970
MEM 106.335938 1679872738.1077
MEM 106.335938 1679872738.2184
MEM 106.335938 1679872738.3282
MEM 106.335938 1679872738.4389
MEM 106.335938 1679872738.5496
MEM 106.335938 1679872738.6593
MEM 106.335938 1679872738.7710
MEM 106.335938 1679872738.8817
MEM 106.335938 1679872738.9914
MEM 106.335938 1679872739.1021
MEM 106.335938 1679872739.2128
MEM 106.335938 1679872739.3225
MEM 106.335938 1679872739.4322
MEM 106.335938 1679872739.5429
MEM 106.335938 1679872739.6536
MEM 106.335938 1679872739.7643
MEM 106.335938 1679872739.8750
MEM 106.335938 1679872739.9847
MEM 106.335938 1679872740.0954
MEM 106.335938 1679872740.2051
MEM 106.335938 1679872740.3158
MEM 106.335938 1679872740.4265
MEM 106.335938 1679872740.5362
MEM 106.335938 1679872740.6470
MEM 106.335938 1679872740.7587
MEM 106.335938 1679872740.8674
MEM 106.335938 1679872740.9751
MEM 106.335938 1679872741.0858
MEM 106.335938 1679872741.1955
MEM 106.335938 1679872741.3062
MEM 106.335938 1679872741.4169
MEM 106.335938 1679872741.5276
MEM 106.335938 1679872741.6393
MEM 106.335938 1679872741.7500
MEM 106.335938 1679872741.8607
MEM 106.335938 1679872741.9704
MEM 106.335938 1679872742.0801
MEM 106.335938 1679872742.1918
MEM 106.335938 1679872742.3015
MEM 106.335938 1679872742.4122
MEM 106.335938 1679872742.5219
MEM 106.335938 1679872742.6326
MEM 106.335938 1679872742.7433
MEM 106.335938 1679872742.8541
MEM 106.335938 1679872742.9648
MEM 106.335938 1679872743.0755
MEM 106.335938 1679872743.1862
MEM 106.335938 1679872743.2969
MEM 106.335938 1679872743.4076
MEM 106.335938 1679872743.5183
MEM 106.335938 1679872743.6270
MEM 106.335938 1679872743.7387
MEM 106.335938 1679872743.8484
MEM 106.335938 1679872743.9591
MEM 106.335938 1679872744.0698
MEM 106.335938 1679872744.1805
MEM 106.335938 1679872744.2902
MEM 106.335938 1679872744.3999
MEM 106.335938 1679872744.5096
MEM 106.335938 1679872744.6203
MEM 106.335938 1679872744.7320
MEM 106.335938 1679872744.8427
MEM 106.335938 1679872744.9524
MEM 106.335938 1679872745.0621
MEM 106.335938 1679872745.1729
MEM 106.335938 1679872745.2836
MEM 106.335938 1679872745.3943
MEM 106.335938 1679872745.5040
MEM 106.335938 1679872745.6147
MEM 106.335938 1679872745.7254
MEM 106.335938 1679872745.8351
MEM 106.335938 1679872745.9458
MEM 106.335938 1679872746.0565
MEM 106.335938 1679872746.1672
MEM 106.335938 1679872746.2769
MEM 106.335938 1679872746.3876
MEM 106.335938 1679872746.4993
MEM 106.335938 1679872746.6100
MEM 106.335938 1679872746.7217
MEM 106.335938 1679872746.8324
MEM 106.335938 1679872746.9431
MEM 106.335938 1679872747.0528
MEM 106.335938 1679872747.1625
MEM 106.335938 1679872747.2742
MEM 106.335938 1679872747.3849
MEM 106.335938 1679872747.4956
MEM 106.335938 1679872747.6053
MEM 106.335938 1679872747.7160
MEM 106.335938 1679872747.8258
MEM 106.335938 1679872747.9365
MEM 106.335938 1679872748.0452
MEM 106.335938 1679872748.1559
MEM 106.335938 1679872748.2666
MEM 106.335938 1679872748.3783
MEM 106.335938 1679872748.4870
MEM 106.335938 1679872748.6007
MEM 106.335938 1679872748.7094
MEM 106.335938 1679872748.8201
MEM 106.335938 1679872748.9288
MEM 106.335938 1679872749.0405
MEM 106.335938 1679872749.1502
MEM 106.335938 1679872749.2609
MEM 106.335938 1679872749.3726
MEM 106.335938 1679872749.4823
MEM 106.335938 1679872749.5930
MEM 106.335938 1679872749.7037
MEM 106.335938 1679872749.8154
MEM 106.335938 1679872749.9252
MEM 106.335938 1679872750.0338
MEM 106.335938 1679872750.1436
MEM 106.335938 1679872750.2543
MEM 106.335938 1679872750.3640
MEM 106.335938 1679872750.4737
MEM 106.335938 1679872750.5854
MEM 106.335938 1679872750.6941
MEM 106.335938 1679872750.8048
MEM 106.335938 1679872750.9155
MEM 106.335938 1679872751.0262
MEM 106.335938 1679872751.1369
MEM 106.335938 1679872751.2481
MEM 106.335938 1679872751.3598
MEM 106.335938 1679872751.4695
MEM 106.335938 1679872751.5792
MEM 106.335938 1679872751.6890
MEM 106.335938 1679872751.8007
MEM 106.335938 1679872751.9114
MEM 106.335938 1679872752.0211
MEM 106.335938 1679872752.1319
MEM 106.335938 1679872752.2426
MEM 106.335938 1679872752.3544
MEM 106.335938 1679872752.4651
MEM 106.335938 1679872752.5778
MEM 106.335938 1679872752.6855
MEM 106.335938 1679872752.7952
MEM 106.335938 1679872752.9049
MEM 106.335938 1679872753.0166
MEM 106.335938 1679872753.1273
